id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
165684,"FYI, this location will be one of the first of the Georgia Power DCFC sites to be set up for 24/7 open access!  Note, it's not there YET, but will be soon.  Monitor this listing for updates.",0,0,0,0,0,1,0,0
103086,out of order,1,0,0,0,0,0,0,0
178915,Great food and just stop by for lunch and you will get pump up! Thank you for the station!,0,0,0,0,0,1,0,0
269464,"Very courteous staff, let me charge and invited me in for snack and coffee. Spoke with Drew a very informed rep who loves EVs.",0,0,0,0,0,1,0,0
304943,"This station is now run by blink.  The service is a rip off.  They charge .03cents every 30 seconds for a charge 60/2 = 120,  120*.03= $3.60!!!   Really avoid this place if possible.   It also takes forever to get the service going.  Total scam!",1,0,0,1,0,0,0,0
63697,Close to mall entrance F. Right side charger still broken- doesn't recognize card tap. Left worked well. ,1,0,0,0,0,1,0,0
123935,"thumb release button jammed. can
not remove plug from evse.
Dave L",1,0,0,0,0,0,0,0
213976,Left port working again.,1,0,0,0,0,0,0,0
216819,1 available charger & 2 available parking spots! :) ,0,0,1,0,0,0,0,0
51569,People asked me how much is to charge my MS. were surprised that it is free. ,0,0,0,1,1,0,0,0
281566,"I have a Chevy Volt.  Not able to charge.  called support, not able to help.",1,0,0,0,0,0,0,1
167727,Charging for the first time right now. Pretty sweet. ,1,0,0,0,0,0,0,0
227681,charging at 338 mph.. WOW,0,0,0,0,0,0,1,0
224986,Love this location.  Needed to drive here from the 8000 Sunset blvd location on        e-fumes.    That place always has problems.   I have a long day on driving tomorrow. Tonight was a must. ,0,1,0,0,0,0,0,0
65700,contruction still blocks access to chargers,0,0,0,0,0,1,0,0
248184,found ice parked here. waited 15 minutes and chipotle customer came and drove ice away.,0,0,1,0,0,0,0,0
214482,Quick charge still OK,1,0,0,0,0,0,0,0
240934,To be clear the CHADEMO is working.  ,1,0,0,0,0,0,0,0
29501,All empty   Nice for visiting osc. ,0,0,0,0,0,1,0,0
163172,ICE'd,0,0,1,0,0,0,0,0
227695,open open open !  Open up already!  ,1,0,0,0,0,0,0,0
123400,"Three failed self test
One blank screen 

All four are powered up and have lights ",1,0,0,0,0,0,0,0
53658,"There are a couple of Blink J1772 chargers on NW edge (next to shops) of lower level, between Macy's and Bloomingdale's. The address of the shop across the street is 240 Stanford Shopping Center, but that doesn't map right, so it's not much help. Turn toward the shopping center from Quarry Road, then turn right into the garage, and then left and right and drive along until you see the chargers on the left.",1,0,1,0,1,1,0,0
184982,got error ca103,1,0,0,0,0,0,0,0
72825,"No hassle, I was able to charge just enough to get home.  Thanks Nissan.",1,1,0,0,0,0,0,1
256844, ,0,0,0,0,0,0,0,0
215352,Backing into spot for Tesla owners is tricky in peak times.  I ask the attendant to help with traffic.  The cord may reach if I pulled in but haven't tried yet. ,0,0,0,0,0,1,0,0
258156,The charging sessions are in one hour increments.  The station will turn off if the car becomes fully charged. ,1,0,0,1,0,0,0,0
119028,we plugged in our volt no problem. went next door to applebees and ate while the car charged. had enuf to get us home. nice.,0,0,0,0,0,1,0,1
142172,waiting for the qc ,1,0,1,0,0,0,0,0
213504,"they charge for level 3 and claim it's a Nissan thing.  I checked.  it's not.  very, very disappointed with this attitude.",1,0,0,1,0,1,0,0
279394,Both stations functional. Unclear on parking / permit situation.  Charged at night so there were no issues.,1,0,0,0,0,0,0,0
145515,Thank you whole foods. ,0,0,0,0,0,1,0,0
134919,Ravi: the quick charger was broken the whole day yesterday. I am wondering how you charged your vehicle here.,1,0,0,0,1,0,0,0
62341,First space on right inside parking ramp behind DoubleTree Hotel. Several restaurants 3-4 blocks southwest (near 3rd St SW & 1st Ave SW),0,0,0,0,0,1,0,0
66087,"FYI: the chargers are no longer free - they are displaying a message that as of June 1, they are $2/hr (like many other of the Chargepoint network stations).

Electric vehicle chargers are back installed back to back on the basement level (which you enter directly on South Canal Street). They're about 3/4 of the way back from the entrance gate. Judging from their placement, they'll probably get taken by non-EVs since they're pretty close to the shopping center entrance.",1,0,1,1,0,1,0,0
167680,All 3 work fine. the fastest east one asks for zip code and is FREE,1,0,0,1,0,0,0,0
249302,Damaged - caution tape. 6/7/15,1,0,0,0,0,0,0,0
137555,Two stations taken,0,0,1,0,0,0,0,0
205570,either it is broken or the power is shut off. why is there so much problems with this charger?,1,0,0,0,0,0,0,0
240774,"Charger one works fine, couldn't get charger two out of the holster",1,0,0,0,0,0,0,0
60896,Spoke to service mgr. they were very nice.  There was a dealer volt there but they moved it.  ,0,0,1,0,0,1,0,1
48107,Unsure cause you can only park for two hours and than the other spots are airport staff only...,0,0,0,0,1,1,0,0
199803,Charger not operational ,1,0,0,0,0,0,0,0
61221,Charger on left works. The other one is frozen at the home screen.,1,0,0,0,0,1,0,0
108464,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
236395,Handle still broken.  Way to go City of Burbank!,1,0,0,0,0,0,0,0
261614,Back in the left corner as you enter the shopping centre. ,0,0,0,0,0,1,0,0
248810,Car2Go taking all the spots & only 1 charging!!,0,0,1,0,0,0,0,0
186877,Iced as usual,0,0,1,0,0,0,0,0
307781,Worked Great!! The fast charger was working along with the regulars!,1,0,0,0,0,0,0,0
79539,First QC on 1/25. LEAF timer was set for 80% but came back a hour later and charge was already up to 98%.,1,0,0,0,0,0,1,0
140267,Came by for a quick look around the property. They plugged me in up front and gave me complimentary valet. Really beautiful place and nice people.  Thanks. ,0,0,0,0,0,1,0,0
199812,chademo left side broken. right side works fine.,1,0,0,0,0,0,0,0
304559,The fast charger worked for me. But you must click the handle of the plug in ( into a locked position) and also press start on the screen.,1,0,0,0,0,0,0,0
281245,Headed up there this weekend and was told that the owner usually charges there but if the plug (L2) is available I'm welcome to it by Bryan.,1,0,0,0,0,0,0,0
72795,Thanks Walgreens! ,0,0,0,0,1,1,0,0
119097,"Thank you serramonte 
I hope you add more charging stations",0,0,1,0,0,0,0,0
278649,"Another Tesla owner reports:  ""I had called Tesla ahead of time and the assured me that they were working with the airport to make sure the Supercharger stalls remain available during construction and it looks like they're being true to their word.""",0,1,0,0,0,1,0,1
53485,"Drove by this morning to check it out. eVgo car appeared to be charging on L2, or at least plugged in. QC screen still dark. Didn't look too closely, though.",1,0,0,0,0,0,0,1
259486,Only one here,0,0,1,0,0,0,0,0
152384,Red volt you were fully charged so I unplugged you,0,0,0,0,1,0,0,1
183670,"Cardreader still has issues, but called phone number and was able to charge successfully.",1,0,0,0,0,0,0,0
120496,Charge station worked fine. Glad is at foot of mountain. My range anxiety went down a notch :),1,1,0,0,0,0,0,0
181654,Other spot taken by Tesla,0,0,1,0,0,0,0,1
225771,leaving now.,0,0,0,0,1,0,0,0
126563,"Eaton chargers always difficult to use with the leaf, but eventually decided to work. Two chargers on the left as you enter the garage. ",1,0,0,0,0,1,0,0
149908,"Charged easily, 18 mi/hr on my 85 kWh Tesla.",0,0,0,0,0,0,1,1
151985,It's working now.. ,1,0,0,0,0,0,0,0
83519,"Quick charger out of service. Call service number, they have no clue when it will be up again.  Ok to charge on the 240v.  No wonder they go bankrupt ",1,0,0,0,0,1,0,0
242901,Was able to charge this evening.  The car's cooling system was running at maximum even though I only charged for 15 minutes.  It hasn't done it before and it's not doing it now in Santa Rosa.  I'm not sure if that's related.,1,0,0,0,0,0,0,0
80298,"Parking $3.50/ 30min. Rip off. Opconnect charger worked, but payment didnt so did not charge for charging. But normally would be $2/hr to charge. ",1,0,0,1,0,1,0,0
215389,Used 3/25. QC worked great.,1,0,0,0,0,0,0,0
200529,"It looked like a car was charging there today, with another one waiting small likely it is fixed",1,0,0,0,0,0,0,0
74329,parked and charged here last night and the parking fee was over $36. ,0,0,0,1,0,1,0,0
236534,Could not charge because Chevy volt 7GWX569 hogging the spot,0,0,1,0,0,0,0,0
183249,The charger is broken,1,0,0,0,0,0,0,0
112500,"Leaf was just finishing up when I pulled up. Went from 11% to 80% in about 25 mins, while having lunch in the nearby shaded picnic area. Thanks Nissan! Just remember to read the instructions on the left side, if you haven't used a QC before.  ",0,0,0,0,0,1,1,1
147654,"It would read my chargepoint card but then would say ""thermostat error"" and kick me out.",1,0,0,0,0,0,0,0
234297,wide open at 2PM on Saturday.,0,0,1,0,0,0,0,0
189125,Level 3 blocked but easy access to level 2. ,0,0,1,0,0,0,0,0
59215,Level 3 on the west wall of the parking structure.,1,0,0,0,0,1,0,0
270201,confirm unit #1 free charge with blink card,0,0,0,1,0,0,0,0
242095,"all taken at the moment...my silver volt 7ELC parked with charge door open, if someone wants to plug me in when they're done it would be appreciated :)",0,0,1,0,0,0,0,0
297353,Thanks for the charge Nissan!,0,0,0,0,0,0,0,1
216832,Charger is working well with the RFID card.,1,0,0,0,0,0,0,0
12699,Stopped here while driving from Tucson to Phoenix just to check out chargers. The Chademo charger was not operational - looks like the screen was frozen. The two L2 chargers looked like they were ready to charge. They are 70A. They also had a NEMA 14-50 (240v) plug along with 120V socket. ,1,1,0,0,0,0,0,0
261274,All down,1,0,0,0,0,0,0,0
137072,"Chris, suggest calling contact number in upper right corner of this listing & leaving a message.",0,0,0,0,1,0,0,0
253754,Temporary out of order because of overheating  ,1,0,0,0,0,0,0,0
144218,"It will prepare to charge but does not go beyond that. The level 2 next to it works, though.",1,0,0,0,0,0,0,0
91943,Guess this isn't like the free Tesla quick charge network!,0,0,0,0,0,0,1,0
187556,So annoying when you're waiting to charge and leaf next to me is already at 89%.....,0,0,1,0,0,0,0,0
125063,Working fine. ,1,0,0,0,0,0,0,0
158337,Ojai Days.... Parking lot inaccessible. ,0,0,1,0,0,0,0,0
63273,the charger screen said fault on it and didnt charge.,1,0,0,0,0,0,0,0
241322,Fast charging,0,0,0,0,0,0,1,0
52938,Has a Chargepoint key installed.  Can use Chargepoint card to turn on (without need of sales person). So far still free.  Does get a lot of Leaf traffic.,1,0,1,1,0,0,0,1
192224,"This EVSE was hit by snowplow. Repair scheduled for 1/26,27. Should be ready to roll 1/28. Will post if anything changes. ",1,0,0,0,0,0,0,0
79662,Thanks for the pricing updates. I wouldn't mind paying .35 kWh. ,0,0,0,1,1,0,0,0
288538,"This CHAdeMO is finally working. It's been 9 days since I signed up with NRG eVgo but I still haven't received my RFID card yet. So I had to call them to start the charger remotely. Time to celebrate, in the mall.",1,0,0,0,0,0,0,0
99319,30-amp Charging Station (free). 17mph charge rate.,0,0,0,1,0,0,1,0
48894,Lots of restaurants to eat at around here. Great date spot! ,0,0,0,0,0,1,0,0
86486,If people are waiting get off the quick charger at 80% and let the people waiting use the charger.,0,0,1,0,1,0,1,0
203890,Fiat 500e here yesterday....._x1f44d__x1f44d__x1f44d__x1f44d__x1f44d__x1f44d__x1f44d__x1f44d__x1f44d__x1f680__x1f680__x1f680__x1f680__x1f44d__x1f64f__x1f43e__x1f463_????,0,0,0,0,0,0,0,0
61602,"near East D exit, enter from E Washington ",0,0,0,0,0,1,0,0
179511,Same problem as above-station authorized but neither J1772 handle would release from holster. Appears to be jammed. ,1,0,0,0,0,0,0,0
272704,Screen inoperable. Technician support on the way. Please fix soon! Thank you.,1,0,0,0,0,0,0,0
298766,So convenient now to have the rear chargers operational. ,1,0,0,0,0,0,0,0
271168,This is awesome! Georgia Power rocks!!!,0,0,0,0,0,0,0,1
163580,watching the winter storm move across the valley,0,0,0,0,0,0,0,0
168246,One dual EVSE (2 plugs) is working with  another two dual EVSEs still under construction. It is currently free to use. ,0,0,1,1,0,0,0,0
281759,"output while a Leaf is also plugged in..... not sure if it's charging, though.",1,0,0,0,0,0,0,1
160769,Power switch to the Bosch Power Max is on the right side. ,0,0,0,0,0,1,0,0
194466,Out of order ,1,0,0,0,0,0,0,0
189335,"Grateful for these chargers. Always available, especially later in the day on weekdays. And so glad I bought a Platinum USH Annual Pass this year w/free parking!  ",0,0,1,1,0,0,0,0
255119,Level 3 working great with remote start through the Blink app. Easy 24-hour access. ,1,0,0,0,0,1,0,0
173524,1 leaf parked not charging but plugged in.  slots are very tight,0,0,1,0,0,0,0,1
195539,Me & a leaf charging. ,0,0,0,0,1,0,0,0
289168,The charger is working.....wow.,1,0,0,0,0,0,0,0
245173,Thx APNissan for moving an ICE so I can charge!,0,0,1,0,0,0,0,1
256461,Could not make the Chademo work. ,1,0,0,0,0,0,0,0
308598,This station is run by the OpConnect Electric Vehicle Charging System. First time I used them and the charging worked but the system was slightly confusing as it never set me a receipt but attempted to bill me much more than the cost to charge for as long as I had. ,1,0,0,1,0,0,0,0
239472,My Leaf always seems to have issues with this L3...  It will charge for 2-5 mins then shuts down and requires multiple restarts. ,1,0,0,0,0,0,0,0
194310,"Tried to charge (free to charge and both spaces were open), but a security guard told me it is available only to parents and teachers at the school. Gates closed on weekends I was told.",0,0,0,0,0,1,0,0
257956,both units are not working!,1,0,0,0,0,0,0,0
223750,Great spot!,0,0,0,0,0,1,0,0
199168,Available M-F week days. Watch for bird droppings from trees above. ,0,0,0,0,1,1,0,0
197926,"Very satisfied.  Good features:
1.  The CHAdeMO connector is easier to use than the ones I have used before.
2.  You get an option of having a text sent to your phone for a receipt and to let you know charging has started.
3.  Can use my debit card (just like a conventional gasoline pump) instead of having to carry a special RFID card.
4.  Nice bright screen at night (no idea how this works during the day, but I can say it certainly works well at night).
5.  Very clear simple push-button procedure.",1,0,0,0,0,1,0,0
176104,"On 11/23/2014 the CHAdeMO DC quick charger was broken, I'm pretty sure it still hasn't been fixed.",1,0,0,0,0,0,0,0
44945,Thanks Red Cross! Successfully charged my Leaf from 1:15 to 3:30 pm today. When I got there there was only 1 spot left and at 3:30 mine is the only car left.,1,0,1,0,0,1,0,0
48279,"30A, slurping electrons from Solvang",0,0,0,0,0,0,1,1
202061,quick charge is being used. ,1,0,1,0,0,0,0,0
41836,Near Ace Hardware store. L3 Charger #10065. ,1,0,0,0,0,1,0,0
190635,just started charging. there is another silver volt plugged in,1,0,0,0,0,0,0,1
295084,"Packed because of Megafest, but was still able to charge.  Spots ICE'd, so I parked in aisle to charge.  Peak Volts = 199, Amps = 80.  Getting 44 miles/hour at this location.",0,0,1,0,0,1,1,0
228533,using 110v... rapid being used by fiat,1,0,0,0,0,0,1,0
133324,I waited for 10 minutes but eventually a Volt left and I got a spot ,0,0,1,0,0,0,0,0
225805,Extremely rude old lady came out & told me I was trespassing on private property and to leave immediately.,0,0,0,0,0,1,0,0
250030,Evening of 30 May 15 unit was turned off. ,1,0,0,0,0,0,0,0
102290,Seems slower than normal. Also at least 1 station is still out making that constant weird bird squaking sound. ,1,0,0,0,0,0,1,0
177453,The EV charge port with something I've never recognized before it wasn't even for a DC fast charger and the hundred twenty volt outlet was off,1,0,0,0,0,0,0,0
74667,friendly staff.  Flat $10 to charge overnight. ,0,0,0,1,0,1,0,0
140084,Chargers still covered with yellow caution tape.,0,0,0,0,0,0,0,0
120968,"Charged $10 for as long as needed. Greg was very welcoming, helpful. Took 4+ hours to charge Tesla enough to make Nashville. ",0,0,0,0,0,0,1,0
202070,Plugged into the standalone quick charger.,0,0,0,0,1,0,0,0
304097,"White Fiat e500 with white Star Wars sticker on back window. Inconsiderate punk unplugged me while I'm standing on the second level watching him. His excuse "" whaaaat"" like he did nothing. Don't not unplug someone unless you know for a fact they are charged fully. NO RESPECT!",0,0,0,0,1,0,0,1
74817,Thank you Nissan!,0,0,0,0,0,0,0,1
281244,Charging on the quick charger - will be done by 12:15,0,0,0,0,1,0,0,0
220807,"Successfully charging on right side
2013 Leaf",1,0,0,0,0,0,0,0
100216,All 2 spots were empty when i got here.  Charging away!!! Sipping vanilla latte at starbucks right in front,0,0,1,0,0,1,0,0
157455,"Blue  chevy volt, will be back by 11, if flashing green, unplug me, have a great day! ",0,0,0,0,1,0,0,0
224960,The Nissan van is parked in front of the charger.  We got here late Sunday night. It is raining and cold.  Thanks Nissan for blocking the charger.   Fortunately we could charge at an angle. You would think with all the empty parking spaces Nissan who sells the best electronic car would have a better place to park their gas vehicles.  ,0,0,1,0,0,0,0,1
108085,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
211984,Unplugged since you were done charging. ,0,0,0,0,1,0,0,0
292741,Love the free Tesla HPWC charging! Getting 40A at 206V. Thanks Blue Heron!,1,0,0,0,0,0,1,1
272040,"Suggest folks report number of Teslas charging, especially if more than 3, so that there is sharing of chargers. Thanks.",0,0,0,0,1,0,0,0
55752,Do not back into space or you will be ticketed!,0,0,0,0,0,1,0,0
225468,April 21st at 6:35 a.m.,0,0,0,0,0,0,0,0
259783,"Now that the chargers are no longer ""free"", there are plenty of open spots most of the time. Charging cost on top of parking charge is $1 + $0.20/kWh.",0,0,1,1,0,0,0,0
186150,"I was turned away from charging here due to the fact that I did not purchase my leaf here. ... after I called ahead to verify that i could charge.   I ended up charging on the regular charger for 2 hours, in the cold after hours.   I offered to buy one of their""green cards"", but they refused, and actually the staff was rude.   My dealership (Ken Garff) will charge to anyone, for FREE!  Just wanted to put this out there.   I live in Morgan and needed to charge to make the trip to SLC.  If you find yourself wanting to take your leaf for a drive in the mountains, feel free to stop and charge at my place! ",0,0,0,0,0,0,0,0
227385,Gate locked. Not 24/7,0,0,0,0,0,1,0,0
231861,thank you! would not have made it home to Milwaukee without your generosity!,0,1,0,0,0,0,0,0
291977,"Working 8-17-15. Topped off while attending a meeting, no fee for use.",1,0,0,1,0,0,0,0
274622,Need to back in to spot with Tesla for cord to reach,1,0,0,0,0,0,0,1
206296,"Thursday, 3/5/15/3.00 pm. Lever on old style CHAdeMO plug broken--cheap pot metal looks like. Difficult to use. NRG EnGo trouble reading my cards then trouble plugging connector in. Another driver had to do it for me. Not a reassuring feeling when you have two more legs to go. But the guy had used it before and knew its quirks. The Eaton in Goleta (Nissan) is much easier to use.",1,0,0,0,1,0,0,0
223460,We appreciate your patience while we completed repairs. All chargers at this location are now up and running!,1,0,0,0,0,0,0,0
17115,Since ohare is devoid of functional chargers this is pretty good. Not a DC fast but 240v for sure.,1,0,0,0,0,0,0,0
83657,Thank you Simon Malls for the Complimentary charge.....Indianapolis loves you!!,1,0,0,1,0,1,0,0
67707,The,0,0,0,0,0,0,0,0
243865,Thanks.,0,0,0,0,0,0,0,0
143694,"Was not given permission. ""for my customers only"". Firmly told that.",0,0,0,0,0,1,0,0
295712,Tesla Model S. Charged at 17 mi/hr - 195v 30A.,1,0,0,0,0,0,1,1
221922,"I'm going from 30% to 55%.  Enough to get me to Huntington Beach.  Why only 55%??? Because that's all I need to get to work.  Work has level 2 charging, so guess what?!? No need to go all the way to 80%.  Yet, as I arrive I wait for some dude to got to 90%.....  Come on man!!! 80% rule.  It's the morning and people need to get to work.  Don't be an ass and go past 80 if their are people waiting!!!!!",0,1,0,0,1,0,0,0
146097,"Nice place to charge but many ice looking for spots, one just parking next to me in the ev spot yuck ",0,0,1,0,0,0,0,0
304215,My SAE Combo session here today is enabling my trip up to Road Atlanta and back!,0,1,0,0,0,0,0,0
168923,Chevy Colt is actively charging,0,0,0,0,0,0,0,1
150673,"The small short charger has a screen which is completely clouded over and cannot be read. It has been in a state of disrepair for year. The taller one on the right looks like it's okay except after the sign in and so forth: when you press the charge  button, the timer starts but no current is fed to the car. ",1,0,0,0,0,0,0,0
304516,love this charge spot. getting an extra 20 miles EV range on my Energi for the trip home,0,1,0,0,0,0,0,0
218000,a Volt is blocking two spots. can't pull my car in.,0,0,1,0,0,0,0,0
264746,Well it looks like that Nissan Leaf is a hog!  Taking advantage of this free plugin. Not cool considering I'm out of town and don't have any plugs to use. ,0,1,0,0,1,0,0,1
64359,Used out today worked great!,1,0,0,0,0,0,0,0
47637,The charger facing east is broken.  Charge point is aware of the problem. ,1,0,0,0,1,1,0,0
160163,What's with the stupid parking attendants?,0,0,0,0,0,1,0,0
139822,"Successfully used my new EZ-Charge card. It said it would charge me $5, even though I knew it should be a free charge via Nissan's ""No charge to charge"" offer. I contacted Blink support and the guy confirmed there would be no charge for the first 30 minutes. I would have to terminate the charging myself before the 30 minutes was up to avoid a fee (no timer?).",1,0,0,1,1,0,0,0
169898,One of the plugs wouldn't come off the pedis tool.  Other worked fine.  Plenty of charges around the complex.  Ate at Goldberg's while waiting ,1,0,0,0,0,1,0,0
170816,J1772 has 30A the 14-50 has 40A,1,0,0,0,0,0,1,0
247146,Loading dock only accessible after daily laundry is complete (4:30 pm),0,0,0,0,0,1,0,0
275475,Used this charger yesterday. Had to have someone reset it because of an error message. But it worked fine after that.,1,0,0,0,0,0,0,0
130281,"Right charging station was in ""protection"" mode. ",1,0,0,0,0,0,0,0
99260,DCQC appears to be on and I can hear the fans going but there is nothing on the screen. Will not accept payment or start. The three 240v units work fine.,1,0,0,0,0,0,0,0
120264,"Thanks for the free charge, but please ditch the stupid paddle charger.  I've never seen a RAV4 using it, so it's really just a waste of space/maintenance.  For those complaining about the locks, how many times have you been unplugged and come back to a discharged vehicle because someone unplugged you?",1,0,0,0,0,0,0,0
242420,Used twice while in town.  22A both times.  Thank you RPU for the free juice!,1,0,0,1,0,0,0,0
85122,"All l2 are taken by dealer cars but I got to sneak into the DCFC today, working fine. ",1,0,1,0,0,0,0,1
50225,Need one of these level threes at my place. ;) All working today!,1,0,0,0,0,0,0,0
79578,"Max 4 hr charge, student permit required! Some blink stations DONT allow you to login as guests (even if you're a member and only have the blink app and not the card). Call blink and they'll reset the machine for you or use a different one. Otherwise great charger. Nice spot for EV drivers as it says EV parking only. ",1,0,0,0,1,1,0,0
306186,Thank you so much Lee Nissan of Auburn!,0,0,0,0,0,1,0,1
253526,Does anyone know where this one is? I've driven by but have not seen it yet...,0,0,0,0,0,1,0,0
44568,866-958-3906............if you wish to call them................:-),0,0,0,0,1,0,0,0
223144,just a quick top off thanks DWP ,1,0,0,0,0,0,0,0
230866,5.8kW,0,0,0,0,0,0,1,0
167565,Nice buffet starting at 1100. RV park open year round. ,0,0,0,0,0,1,0,0
269718,"Only one charger works, and people don't their cars when charge completed",0,0,1,0,1,0,0,0
117133,it's broken! clear off at the base....lying on the ground. ,1,0,0,0,0,0,0,0
300005,Chademo charged my Leaf from 20% to 70% in about 20 minutes. Open access.,1,0,0,0,0,0,1,0
271798,"Sarasota has free parking and EV charging in it's downtown garages, why can't Fort Myers?  Guess they want to drive all the business out to the suburbs and extract what they can from those who must come downtown.",0,0,0,1,0,1,0,0
246204,Works great,1,0,0,0,0,0,0,0
87995,Only one charger... Busy,0,0,1,0,0,0,0,0
115990,A salesman Rick huften told me if the car is not a ford I could not charge there.He then said he would take my new nissan as a trade in.I replied not for a ford.,0,0,0,0,0,0,0,1
278444,"Golden Corral, Wild Wings, Texas Roadhouse are the food choices. Good if you like extra GMO with your lunch. ",0,0,0,0,0,1,0,0
67151,Free but need to call chargepoint.,0,0,0,1,1,0,0,0
142292,Actually there are 3 reserved spaces.,0,0,1,0,0,0,0,0
224864,called customer service and they assured me several times my car was charging - went to lunch and 1 hour later - No charge. Bummer. ,1,0,0,0,0,0,0,0
281936,"The parking lot was full, but the other charging spot was not ICEd when we returned :).  ",0,0,1,0,0,0,0,0
215241,"Car2go seems to have reserved spaces, and there were a few of them there.  I was able to charge as all of the other spaces were open, no issues.  Traffic getting out was tough because of church services.",0,0,1,0,0,1,0,0
160250,Works with Greenlots RFID key fob. ,1,0,0,0,1,0,0,0
167371,Popular but open slots.,0,0,1,0,0,0,0,0
282727,Chargers are in the NE corner of the building around back. ,0,0,0,0,0,1,0,0
157571,"Does anyone know if the QC is strictly 9-5 weekdays?  Has anyone tried weekends?

Such a convenient location - a shame its not more available.",0,0,0,0,1,1,0,0
143023,Dealer techs and employees charge in the morning and just leave their car in spots after they are done. One license starts with 6YAY---. Huge inconvenience to customers that want to charge. There are 2 other employees that do the same. At least have the courtesy to other EV drivers and move your cars when done. ,0,0,1,0,0,1,0,0
65790,"As previously reported, 2 Leafs parked blocking the chargers but one of two was still accessible. Charged at 16/17 miles per hour. Chargers are on left/south side of building. ",1,0,1,0,0,1,1,1
299931,"Drove 60 miles here from Manassas on the assumption the charger would give us enough charge to return 60 miles. Wrong!! First time in a year of owning this Leaf where I was in a position of where I might not make it home, at least not on the schedule I planned. The Leaf is now on the 220 charger at this no-excuse Nissan dealership. Call ahead and beware I guess.",1,1,0,0,0,0,0,1
57424,$2 per hour,0,0,0,1,0,0,0,0
145374,Was there long enough to get 22 miles.  Great place to watch football games.,0,0,0,0,0,0,1,0
61916,"Looks like the charger that was broken or off line has been fixed. I charged there without incident. I've also noticed that the spaces have not been ICEd or ""Prius'd"" in awhile either. ",1,0,1,0,0,0,0,1
248515,charging during jazz fest.  should be leaving around 5:00.  can move after 4:00 if we can swap parking spots,0,0,0,0,1,0,0,0
200155,life saver. everything downtown taken today.,1,0,0,0,0,0,0,0
306948,"No J1772 Plug. 
Only fast chargers:(

Royal Farms Thank you for being EV friendly, but would you please add a J1772 plug for the non fast charger electric vehicles.
Thank you !!!",1,0,0,0,0,0,0,1
297365,Supercharging my Leaf. The Level 2 is unoccupied.,1,0,0,0,0,0,0,1
256123,Super nice folks even plugged in for me. Only issue was 2 of the 3 chargers were blocked by ICE cars. The 440 super charger even had a dealership car parked in front of it.,1,0,1,0,0,1,0,0
290948,Pay with PlugShare. Super easy!!!,0,0,0,1,0,0,0,0
43157,They have fixed one of the stations. The other one still has an EV plug that won't come out of the holster.,1,0,0,0,0,0,0,0
260915,Staff knew nothing. The one maintenance guy they brought up mentioned finding a plug out back and using an extension cord. I've stayed at places without a plugshare listing that had far better setups. The maintenance guy wasn't sure what plug he was going to use. ,0,0,0,0,0,1,0,0
70988,"Have charged here before for free, but this time I plugged it in and failed to notice it wasn't charging until I left. So perhaps it isn't free anymore?",1,0,0,1,0,0,0,0
266485,"Up to their old tricks. The card reader did not read my card. CSR got the charger working remotely. I opened a ticket. Before the charger went offline last time, an intermittently working card reader was a precursor. ",1,0,0,0,0,0,0,0
74760,"Have had a problem twice with a charge starting, and then quitting after 5-10 minutes. Came back from lunch after an hour to find my Leaf not charged up. I left a note on the faulty charger and its still there today. Blink needs to mark faulty chargers so we don't waste our time.",1,0,0,0,1,0,1,1
289877,CCS functioning properly. ,1,0,0,0,0,0,0,0
274990,Quick Charger is working good,1,0,0,0,0,0,0,0
125877,Cannot charge outside of dealer hours. ,0,0,0,0,0,1,0,1
116873,iced ,0,0,1,0,0,0,0,0
141909,Charging at L2 since QC is not operational ,1,0,0,0,0,0,0,0
235996,Another successful charge at the new #GeorgiaPower EV charging station at HQ. So love that GPC is leading the way in EV charging station.,1,0,0,0,0,0,0,0
281908,Librarian said not working!!!,1,0,0,0,0,0,0,0
144179,BMW i3.  Only one charger.   Good place to charge due to proximity of Restaurants (Hamburger Habit and Chipotle). ,0,0,1,0,0,1,0,1
290157,"I like the eTicketing post 4 hrs idea but the root of the concerns is people who take less then 4 hrs to charge but leave vehicle there ICEing others for 4 hrs or more.  And Yes, as mentioned charging is available to all because we pay for it, charging for free however is a privilege. If we want to keep it that way maybe we can all encourage each other to post projected leave times on this app and request to have keypad fixed",1,0,1,0,0,0,0,0
59199,"The right side is now marked for City Car Share only. The left side said ""not provisioned"". Called Chargepoint (poor cell reception in underground parking)to inquire but they couldn't help.",0,0,0,0,1,1,0,0
23017,Thanks very busy dealership but happy to allow use of qcdc,1,0,1,0,0,0,0,1
198612,"Oops, $0.75/hour. 6,000 watts. ",0,0,0,1,0,0,1,0
223786,"The QC by the fashion square mall overheated. The guys at the dealer gave me 'access"" despite the ICEd spots.",1,0,1,0,0,0,0,0
144273,Almost hit 1.21 GigaWatts through the flux capacitor,0,0,0,0,0,0,1,0
280617,Still INOP. ,1,0,0,0,0,0,0,0
306245,Charger fault,1,0,0,0,0,0,0,0
142386,No spaces available. At least being used by EVs.,0,0,1,0,0,0,0,0
281726,Got 145mph of range with my Tesla and the CHdeMO adapter.  They also have a J1772 Level 2 charger and some 110v outlets ( but no NEMA 14-50 outlets).,1,0,0,0,0,0,1,0
